"Year","Source Name","ORIS Code","Unit ID","State","State Identifier","Control Period","Op Time","Op Hours","CO2 Mass (Tons)","Heat Input (mmBtu)","Eligible Biomass (Tons) (State Value)","Eligible CHP Thermal Output (Tons) (State Value)","Reporting Status"
2021,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2021 - 12/31/2023","48,245.50","48,340","3,085,125.266","51,875,920",0.000,"1,428,761.000","Complete"
2022,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2021 - 12/31/2023","45,654.21","45,746","2,983,940.236","50,194,566",0.000,"1,387,981.000","Complete"
2023,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2021 - 12/31/2023","46,224.89","46,334","3,096,556.054","52,072,478",0.000,"1,311,649.000","Complete"
2024,"Linden Cogeneration Facility",50006,"004001, 005001, 006001, 007001, 008001, 009001, 10001","NJ",41809,"01/01/2024 - 12/31/2026","46,099.64","46,186","3,146,486.718","52,904,890",0.000,"1,454,047.000","Complete"
2009,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2009 - 12/31/2011","4,191.81","4,224","208,400.401","1,896,539",0.000,0.000,"Complete"
2010,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2009 - 12/31/2011","1,829.47","1,841","88,665.563","851,706",0.000,0.000,"Complete"
2011,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2009 - 12/31/2011",0.00,0,0.000,0,0.000,0.000,"Complete"
2012,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2012 - 12/31/2014","3,502.30","3,540","186,614.811","1,720,515",0.000,0.000,"Complete"
2013,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2012 - 12/31/2014","1,650.82","1,655","74,661.413","705,682",0.000,0.000,"Complete"
2014,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2012 - 12/31/2014","4,477.92","4,527","156,367.952","1,499,670",0.000,0.000,"Complete"
2015,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2015 - 12/31/2017","2,074.98","2,104","70,935.286","691,862",0.000,0.000,"Complete"
2016,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2015 - 12/31/2017",0.00,0,0.000,0,0.000,0.000,"Complete"
2017,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2015 - 12/31/2017",0.00,0,0.000,0,0.000,0.000,"Complete"
2018,"Niagara Generation, LLC",50202,1,"NY",9291100152,"01/01/2018 - 12/31/2020",0.00,0,0.000,0,0.000,0.000,"Complete"
2009,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2009 - 12/31/2011","8,326.75","8,336","809,077.204","14,149,291",0.000,0.000,"Complete"
2010,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2009 - 12/31/2011","8,493.50","8,502","813,063.986","13,895,215",0.000,0.000,"Complete"
2011,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2009 - 12/31/2011","8,065.75","8,072","766,547.607","13,076,083",0.000,0.000,"Complete"
2012,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2012 - 12/31/2014","8,464.25","8,474","787,071.331","13,427,061",0.000,0.000,"Complete"
2013,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2012 - 12/31/2014","8,254.50","8,264","793,406.434","13,586,536",0.000,0.000,"Complete"
2014,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2012 - 12/31/2014","3,417.00","3,469","259,499.339","4,456,968",0.000,0.000,"Complete"
2015,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2015 - 12/31/2017",522.50,554,"40,954.131","628,933",0.000,0.000,"Complete"
2016,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2015 - 12/31/2017",123.75,166,"6,322.661","108,107",0.000,0.000,"Complete"
2017,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2015 - 12/31/2017",138.47,161,"5,091.798","80,451",0.000,0.000,"Complete"
2018,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2018 - 12/31/2020",97.50,118,"8,939.687","127,346",0.000,0.000,"Complete"
2019,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2018 - 12/31/2020",16.50,24,"1,312.899","20,690",0.000,0.000,"Complete"
2020,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2018 - 12/31/2020",39.18,50,"2,987.202","49,397",0.000,0.000,"Complete"
2021,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2021 - 12/31/2023",57.50,71,"4,364.103","72,830",0.000,0.000,"Complete"
2022,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2021 - 12/31/2023",92.50,116,"7,243.093","114,025",0.000,0.000,"Complete"
2023,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2021 - 12/31/2023",137.25,174,"10,048.495","169,445",0.000,0.000,"Complete"
2024,"Bucksport Generation LLC",50243,"B5, GEN4","ME","A-22","01/01/2024 - 12/31/2026",135.51,169,"9,965.584","169,810",0.000,0.000,"Complete"
2022,"PEI Power Corporation",50279,2,"PA"," ","01/01/2021 - 12/31/2023",963.75,"1,074","23,563.525","396,500",0.000,0.000,"Complete"
2023,"PEI Power Corporation",50279,2,"PA"," ","01/01/2021 - 12/31/2023","2,081.25","2,265","52,053.925","875,930",0.000,0.000,"Complete"
2009,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2009 - 12/31/2011","16,807.83","16,886","995,739.920",0,0.000,0.000,"Complete"
2010,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2009 - 12/31/2011","17,721.83","17,768","950,699.213",0,0.000,0.000,"Complete"
2011,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2009 - 12/31/2011","17,464.57","17,526","1,034,649.823",0,0.000,0.000,"Complete"
2012,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2012 - 12/31/2014","19,233.06","19,264","937,960.491",0,0.000,0.000,"Complete"
2013,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2012 - 12/31/2014","17,575.74","17,643","811,734.715",0,0.000,0.000,"Complete"
2014,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2012 - 12/31/2014","15,083.14","15,174","805,683.735",0,0.000,0.000,"Complete"
2015,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2015 - 12/31/2017","14,369.10","14,438","685,946.645",0,0.000,0.000,"Complete"
2016,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2015 - 12/31/2017","18,078.60","18,116","566,264.080",0,0.000,0.000,"Complete"
2017,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2015 - 12/31/2017","17,395.88","17,435","586,937.384",0,0.000,0.000,"Complete"
2018,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2018 - 12/31/2020","19,091.62","19,140","586,581.835",0,0.000,0.000,"Complete"
2019,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2018 - 12/31/2020","8,322.29","8,331","237,473.899",0,0.000,0.000,"Complete"
2020,"Luke Paper Company (MD LIESA source- not subject to 2009-2020 RGGI CO2 allowance compliance obligation)",50282,"PR003, PR004, PR005","MD",24,"01/01/2018 - 12/31/2020",0.00,0,0.000,0,0.000,0.000,"Complete"
2009,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2009 - 12/31/2011","10,062.75","10,641","230,687.085","3,881,736",0.000,0.000,"Complete"
2010,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2009 - 12/31/2011","11,475.77","12,224","223,656.384","3,763,557",0.000,0.000,"Complete"
2011,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2009 - 12/31/2011","10,360.85","11,373","218,080.561","3,669,721",0.000,0.000,"Complete"
2012,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2012 - 12/31/2014","14,334.18","15,201","261,569.519","4,401,345",0.000,0.000,"Complete"
2013,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2012 - 12/31/2014","18,289.32","19,409","334,373.451","5,626,416",0.000,0.000,"Complete"
2014,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2012 - 12/31/2014","17,416.55","18,423","293,112.067","4,932,157",0.000,0.000,"Complete"
2015,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2015 - 12/31/2017","22,092.59","23,303","440,779.582","7,416,979",0.000,0.000,"Complete"
2016,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2015 - 12/31/2017","20,685.46","21,629","434,202.125","7,306,213",0.000,0.000,"Complete"
2017,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2015 - 12/31/2017","17,822.30","19,130","329,677.038","5,547,314",0.000,0.000,"Complete"
2018,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2018 - 12/31/2020","14,424.22","15,442","243,463.828","4,097,086",0.000,0.000,"Complete"
2019,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2018 - 12/31/2020","10,764.87","11,784","179,955.764","3,028,104",0.000,0.000,"Complete"
2020,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2018 - 12/31/2020","13,401.84","14,334","264,031.917","4,442,749",0.000,0.000,"Complete"
2021,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2021 - 12/31/2023","17,294.75","18,132","381,551.710","6,420,506",0.000,0.000,"Complete"
2022,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2021 - 12/31/2023","13,287.29","13,983","269,383.962","4,533,121",0.000,0.000,"Complete"
2023,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2021 - 12/31/2023","16,913.60","17,623","347,026.912","5,839,670",0.000,0.000,"Complete"
2024,"Bethpage Energy Center",50292,"GT1, GT2, GT3, GT4","NY",1282400947,"01/01/2024 - 12/31/2026","14,825.76","15,528","328,306.557","5,524,354",0.000,0.000,"Complete"
2009,"Newark Bay Cogen",50385,"1001, 2001","NJ",7617,"01/01/2009 - 12/31/2011","3,211.60","3,404","89,464.488","1,505,369",0.000,0.000,"Complete"
2010,"Newark Bay Cogen",50385,"1001, 2001","NJ",7617,"01/01/2009 - 12/31/2011","6,114.39","6,323","187,992.126","3,163,338",0.000,0.000,"Complete"
2011,"Newark Bay Cogen",50385,"1001, 2001","NJ",7617,"01/01/2009 - 12/31/2011","9,197.19","9,499","280,860.635","4,726,051",0.000,0.000,"Complete"
2020,"Newark Bay Cogen",50385,"1001, 2001","NJ",7617,"01/01/2018 - 12/31/2020","1,085.70","1,182","31,281.952","526,379",0.000,0.000,"Complete"
2021,"Newark Bay Cogen",50385,"1001, 2001","NJ",7617,"01/01/2021 - 12/31/2023","1,171.05","1,260","34,072.647","573,357",0.000,0.000,"Complete"
2022,"Newark Bay Cogen",50385,"1001, 2001","NJ",7617,"01/01/2021 - 12/31/2023",186.05,202,"5,849.111","98,438",0.000,0.000,"Complete"
2022,"Pixelle Specialty Solutions",50397,"036, 039","PA"," ","01/01/2021 - 12/31/2023","6,241.34","6,251","255,022.975","2,864,093",0.000,0.000,"Incomplete"
2023,"Pixelle Specialty Solutions",50397,"036, 039","PA"," ","01/01/2021 - 12/31/2023","11,711.11","11,723","484,439.550","4,992,346",0.000,0.000,"Incomplete"
2009,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2009 - 12/31/2011",119.75,123,"2,507.625","42,198",0.000,0.000,"Complete"
2010,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2009 - 12/31/2011",316.75,325,"6,722.325","112,269",0.000,0.000,"Complete"
2011,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2009 - 12/31/2011",349.50,357,"7,745.850","130,369",0.000,0.000,"Complete"
2012,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2012 - 12/31/2014","1,550.00","1,583","36,036.075","606,392",0.000,0.000,"Complete"
2013,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2012 - 12/31/2014","1,221.25","1,262","27,525.525","463,195",0.000,0.000,"Complete"
2014,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2012 - 12/31/2014",965.25,"1,028","21,491.700","357,688",0.000,0.000,"Complete"
2015,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2015 - 12/31/2017","2,667.50","2,763","63,112.500","1,059,505",0.000,0.000,"Complete"
2016,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2015 - 12/31/2017","1,997.25","2,075","46,567.850","783,559",0.000,0.000,"Complete"
2017,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2015 - 12/31/2017","1,383.75","1,445","33,046.775","556,090",0.000,0.000,"Complete"
2018,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2018 - 12/31/2020","1,885.50","1,953","44,889.000","755,276",0.000,0.000,"Complete"
2019,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2018 - 12/31/2020","1,084.50","1,137","24,993.600","420,543",0.000,0.000,"Complete"
2020,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2018 - 12/31/2020","1,226.25","1,333","27,219.100","458,029",0.000,0.000,"Complete"
2021,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2021 - 12/31/2023",973.50,"1,023","22,224.150","373,954",0.000,0.000,"Complete"
2022,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2021 - 12/31/2023",408.00,433,"8,941.775","150,461",0.000,0.000,"Complete"
2023,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2021 - 12/31/2023","1,028.75","1,074","23,372.750","392,017",0.000,0.000,"Complete"
2024,"Indeck-Silver Springs Energy Center",50449,1,"NY",9563200010,"01/01/2024 - 12/31/2026","1,505.50","1,551","35,687.025","600,488",0.000,0.000,"Complete"
2009,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2009 - 12/31/2011",92.50,99,"2,153.300","36,232",0.000,0.000,"Complete"
2010,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2009 - 12/31/2011",214.25,221,"5,096.950","85,767",0.000,0.000,"Complete"
2011,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2009 - 12/31/2011",258.00,269,"6,340.300","106,669",0.000,0.000,"Complete"
2012,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2012 - 12/31/2014",537.00,559,"13,834.575","232,775",0.000,0.000,"Complete"
2013,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2012 - 12/31/2014",993.00,"1,037","25,795.450","434,058",0.000,0.000,"Complete"
2014,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2012 - 12/31/2014","1,311.50","1,348","36,255.325","602,229",0.000,0.000,"Complete"
2015,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2015 - 12/31/2017","1,953.25","2,035","49,753.550","834,173",0.000,0.000,"Complete"
2016,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2015 - 12/31/2017","1,221.25","1,265","29,242.575","492,022",0.000,0.000,"Complete"
2017,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2015 - 12/31/2017","1,233.75","1,283","30,783.200","517,963",0.000,0.000,"Complete"
2018,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2018 - 12/31/2020","1,554.75","1,611","37,134.425","624,801",0.000,0.000,"Complete"
2019,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2018 - 12/31/2020",586.75,616,"13,840.150","232,866",0.000,0.000,"Complete"
2020,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2018 - 12/31/2020",475.75,497,"10,974.925","184,664",0.000,0.000,"Complete"
2021,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2021 - 12/31/2023",567.50,608,"13,190.900","221,913",0.000,0.000,"Complete"
2022,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2021 - 12/31/2023",310.75,328,"7,214.200","121,386",0.000,0.000,"Complete"
2023,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2021 - 12/31/2023",791.25,843,"18,733.000","315,215",0.000,0.000,"Complete"
2024,"Indeck-Oswego Energy Center",50450,1,"NY",7351200005,"01/01/2024 - 12/31/2026","1,081.75","1,158","26,875.950","452,202",0.000,0.000,"Complete"
2009,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2009 - 12/31/2011",171.25,176,"3,852.400","64,782",0.000,0.000,"Complete"
2010,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2009 - 12/31/2011",504.25,513,"11,600.200","195,150",0.000,0.000,"Complete"
2011,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2009 - 12/31/2011",291.50,296,"6,532.525","109,927",0.000,0.000,"Complete"
2012,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2012 - 12/31/2014","1,348.50","1,372","31,003.250","521,603",0.000,0.000,"Complete"
2013,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2012 - 12/31/2014","1,335.75","1,366","32,946.500","554,230",0.000,0.000,"Complete"
2014,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2012 - 12/31/2014","1,576.75","1,607","40,096.700","674,367",0.000,0.000,"Complete"
2015,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2015 - 12/31/2017","2,921.25","2,990","72,646.950","1,221,821",0.000,0.000,"Complete"
2016,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2015 - 12/31/2017","2,537.25","2,604","62,094.150","1,041,234",0.000,0.000,"Complete"
2017,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2015 - 12/31/2017","1,270.50","1,317","29,853.725","502,372",0.000,0.000,"Complete"
2018,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2018 - 12/31/2020","1,584.00","1,629","36,794.500","619,080",0.000,0.000,"Complete"
2019,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2018 - 12/31/2020",698.25,724,"15,498.025","260,800",0.000,0.000,"Complete"
2020,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2018 - 12/31/2020",605.25,631,"13,520.075","227,489",0.000,0.000,"Complete"
2021,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2021 - 12/31/2023",584.50,612,"13,483.550","226,822",0.000,0.000,"Complete"
2022,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2021 - 12/31/2023",365.00,377,"8,890.200","149,376",0.000,0.000,"Complete"
2023,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2021 - 12/31/2023",786.00,807,"18,630.550","313,455",0.000,0.000,"Complete"
2024,"Indeck-Yerkes Energy Center",50451,1,"NY",9146400153,"01/01/2024 - 12/31/2026",547.00,564,"13,083.450","220,097",0.000,0.000,"Complete"
2009,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2009 - 12/31/2011","3,443.25","3,462","212,395.100","3,573,900",0.000,0.000,"Complete"
2010,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2009 - 12/31/2011","4,738.25","4,759","292,301.725","4,918,496",0.000,0.000,"Complete"
2011,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2009 - 12/31/2011","6,938.50","6,950","432,211.250","7,272,666",0.000,0.000,"Complete"
2012,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2012 - 12/31/2014","5,098.25","5,104","316,819.075","5,331,099",0.000,0.000,"Complete"
2013,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2012 - 12/31/2014","6,990.25","7,008","431,260.925","7,256,771",0.000,0.000,"Complete"
2014,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2012 - 12/31/2014","6,795.50","6,825","421,705.250","7,094,105",0.000,0.000,"Complete"
2015,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2015 - 12/31/2017","6,100.25","6,242","377,679.375","6,307,630",0.000,0.000,"Complete"
2016,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2015 - 12/31/2017","5,417.25","5,530","332,731.150","5,577,832",0.000,0.000,"Complete"
2017,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2015 - 12/31/2017","5,255.00","5,326","326,133.850","5,479,223",0.000,0.000,"Complete"
2018,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2018 - 12/31/2020","5,462.25","5,556","338,487.900","5,661,023",0.000,0.000,"Complete"
2019,"Indeck-Corinth Energy Center",50458,1,"NY",5412600028,"01/01/2018 - 12/31/2020","4,519.25","4,562","284,004.225","4,748,013",0.000,0.000,"Complete"
